Char   Codepoint     Frequency   Percentage
骨      U+09AA8             69        0.03%
卷      U+05377             68        0.03%
增      U+0589E             68        0.03%
屋      U+05C4B             68        0.03%
徵      U+05FB5             68        0.03%
感      U+0611F             68        0.03%
放      U+0653E             68        0.03%
衰      U+08870             68        0.03%
覆      U+08986             68        0.03%
嗚      U+055DA             67        0.03%
庶      U+05EB6             67        0.03%
橫      U+06A6B             67        0.03%
步      U+06B65             67        0.03%
犬      U+072AC             67        0.03%
莊      U+0838A             67        0.03%
賓      U+08CD3             67        0.03%
適      U+09069             67        0.03%
驚      U+09A5A             67        0.03%
鬼      U+09B3C             67        0.03%
具      U+05177             66        0.03%
推      U+063A8             66        0.03%
沙      U+06C99             66        0.03%
獻      U+0737B             66        0.03%
真      U+0771F             66        0.03%
竊      U+07ACA             66        0.03%
結      U+07D50             66        0.03%
蟲      U+087F2             66        0.03%
被      U+088AB             66        0.03%
賊      U+08CCA             66        0.03%
走      U+08D70             66        0.03%
闕      U+095D5             66        0.03%
順      U+09806             66        0.03%
只      U+053EA             65        0.03%
尋      U+05C0B             65        0.03%
性      U+06027             65        0.03%
殿      U+06BBF             65        0.03%
禹      U+079B9             65        0.03%
負      U+08CA0             65        0.03%
休      U+04F11             64        0.03%
園      U+05712             64        0.03%
散      U+06563             64        0.03%
晚      U+0665A             64        0.03%
次      U+06B21             64        0.03%
著      U+08457             64        0.03%
依      U+04F9D             63        0.03%
季      U+05B63             63        0.03%
承      U+0627F             63        0.03%
桓      U+06853             63        0.03%
烏      U+070CF             63        0.03%
詞      U+08A5E             63        0.03%
宣      U+05BA3             62        0.03%
改      U+06539             62        0.03%
照      U+07167             62        0.03%
獸      U+07378             62        0.03%
男      U+07537             62        0.03%
短      U+077ED             62        0.03%
靈      U+09748             62        0.03%
丹      U+04E39             61        0.03%
唯      U+0552F             61        0.03%
宿      U+05BBF             61        0.03%
徐      U+05F90             61        0.03%
樑      U+06A11             61        0.03%
祭      U+0796D             61        0.03%
筆      U+07B46             61        0.03%
舜      U+0821C             61        0.03%
賈      U+08CC8             61        0.03%
賤      U+08CE4             61        0.03%
霜      U+0971C             61        0.03%
但      U+04F46             60        0.03%
免      U+0514D             60        0.03%
尺      U+05C3A             60        0.03%
布      U+05E03             60        0.03%
影      U+05F71             60        0.03%
景      U+0666F             60        0.03%
最      U+06700             60        0.03%
波      U+06CE2             60        0.03%
濟      U+06FDF             60        0.03%
牧      U+07267             60        0.03%
農      U+08FB2             60        0.03%
達      U+09054             60        0.03%
刺      U+0523A             59        0.03%
塵      U+05875             59        0.03%
寄      U+05BC4             59        0.03%
戶      U+06236             59        0.03%
荒      U+08352             59        0.03%
俱      U+04FF1             58        0.03%
參      U+053C3             58        0.03%
府      U+05E9C             58        0.03%
忽      U+05FFD             58        0.03%
揚      U+063DA             58        0.03%
況      U+06CC1             58        0.03%
浮      U+06D6E             58        0.03%
珠      U+073E0             58        0.03%
福      U+0798F             58        0.03%
蒼      U+084BC             58        0.03%
郎      U+090CE             58        0.03%
伏      U+04F0F             57        0.03%
忍      U+05FCD             57        0.03%
戎      U+0620E             57        0.03%
昭      U+0662D             57        0.03%
泉      U+06CC9             57        0.03%
甲      U+07532             57        0.03%
陛      U+0965B             57        0.03%
雞      U+096DE             57        0.03%
鶴      U+09DB4             57        0.03%
鼎      U+09F0E             57        0.03%
備      U+05099             56        0.02%
冬      U+051AC             56        0.02%
堯      U+0582F             56        0.02%
尾      U+05C3E             56        0.02%
惠      U+060E0             56        0.02%
縣      U+07E23             56        0.02%
轉      U+08F49             56        0.02%
部      U+090E8             56        0.02%
集      U+096C6             56        0.02%
梅      U+06885             55        0.02%
祿      U+0797F             55        0.02%
舞      U+0821E             55        0.02%
苟      U+082DF             55        0.02%
蕭      U+0856D             55        0.02%
豐      U+08C50             55        0.02%
儀      U+05100             54        0.02%
孰      U+05B70             54        0.02%
察      U+05BDF             54        0.02%
幼      U+05E7C             54        0.02%
廢      U+05EE2             54        0.02%
桃      U+06843             54        0.02%
沒      U+06C92             54        0.02%
澤      U+06FA4             54        0.02%
精      U+07CBE             54        0.02%
調      U+08ABF             54        0.02%
宰      U+05BB0             53        0.02%
廉      U+05EC9             53        0.02%
慮      U+0616E             53        0.02%
懼      U+061FC             53        0.02%
擊      U+064CA             53        0.02%
敵      U+06575             53        0.02%
枝      U+0679D             53        0.02%
湖      U+06E56             53        0.02%
狀      U+072C0             53        0.02%
祀      U+07940             53        0.02%
種      U+07A2E             53        0.02%
策      U+07B56             53        0.02%
讓      U+08B93             53        0.02%
吹      U+05439             52        0.02%
救      U+06551             52        0.02%
琴      U+07434             52        0.02%
細      U+07D30             52        0.02%
議      U+08B70             52        0.02%
賀      U+08CC0             52        0.02%
軾      U+08EFE             52        0.02%
錦      U+09326             52        0.02%
雙      U+096D9             52        0.02%
仰      U+04EF0             51        0.02%
倒      U+05012             51        0.02%
房      U+0623F             51        0.02%
擇      U+064C7             51        0.02%
殘      U+06B98             51        0.02%
湯      U+06E6F             51        0.02%
眼      U+0773C             51        0.02%
系      U+07CFB             51        0.02%
素      U+07D20             51        0.02%
置      U+07F6E             51        0.02%
習      U+07FD2             51        0.02%
辛      U+08F9B             51        0.02%
遲      U+09072             51        0.02%
雄      U+096C4             51        0.02%
騎      U+09A0E             51        0.02%
仇      U+04EC7             50        0.02%
句      U+053E5             50        0.02%
帶      U+05E36             50        0.02%
敬      U+0656C             50        0.02%
漁      U+06F01             50        0.02%
盜      U+076DC             50        0.02%
盧      U+076E7             50        0.02%
移      U+079FB             50        0.02%
罷      U+07F77             50        0.02%
臥      U+081E5             50        0.02%
訓      U+08A13             50        0.02%
詠      U+08A60             50        0.02%
誅      U+08A85             50        0.02%
兆      U+05146             49        0.02%
奸      U+05978             49        0.02%
尤      U+05C24             49        0.02%
恨      U+06068             49        0.02%
投      U+06295             49        0.02%
曉      U+066C9             49        0.02%
果      U+0679C             49        0.02%
甘      U+07518             49        0.02%
社      U+0793E             49        0.02%
稷      U+07A37             49        0.02%
約      U+07D04             49        0.02%
職      U+08077             49        0.02%
逐      U+09010             49        0.02%
除      U+09664             49        0.02%
侍      U+04F8D             48        0.02%
寸      U+05BF8             48        0.02%
折      U+06298             48        0.02%
榮      U+069AE             48        0.02%
紫      U+07D2B             48        0.02%
赤      U+08D64             48        0.02%
鐘      U+09418             48        0.02%
顯      U+0986F             48        0.02%
髮      U+09AEE             48        0.02%
佳      U+04F73             47        0.02%
典      U+05178             47        0.02%
專      U+05C08             47        0.02%
市      U+05E02             47        0.02%
律      U+05F8B             47        0.02%
恥      U+06065             47        0.02%
昌      U+0660C             47        0.02%
朋      U+0670B             47        0.02%
獲      U+07372             47        0.02%
申      U+07533             47        0.02%
粟      U+07C9F             47        0.02%
羅      U+07F85             47        0.02%
鄰      U+09130             47        0.02%
假      U+05047             46        0.02%
務      U+052D9             46        0.02%
勸      U+052F8             46        0.02%
后      U+0540E             46        0.02%
困      U+056F0             46        0.02%
弱      U+05F31             46        0.02%
材      U+06750             46        0.02%
淫      U+06DEB             46        0.02%
蘭      U+0862D             46        0.02%
設      U+08A2D             46        0.02%
遷      U+09077             46        0.02%
鬥      U+09B25             46        0.02%
井      U+04E95             45        0.02%
冰      U+051B0             45        0.02%
包      U+05305             45        0.02%
卽      U+0537D             45        0.02%
喪      U+055AA             45        0.02%
奔      U+05954             45        0.02%
建      U+05EFA             45        0.02%
憐      U+06190             45        0.02%
據      U+064DA             45        0.02%
旦      U+065E6             45        0.02%
昏      U+0660F             45        0.02%
曹      U+066F9             45        0.02%
權      U+06B0A             45        0.02%
殷      U+06BB7             45        0.02%
浩      U+06D69             45        0.02%
