Char   Codepoint     Frequency   Percentage
骐      U+09A90             14        0.05%
五      U+04E94             13        0.05%
亡      U+04EA1             13        0.05%
代      U+04EE3             13        0.05%
公      U+0516C             13        0.05%
受      U+053D7             13        0.05%
地      U+05730             13        0.05%
妒      U+05992             13        0.05%
尤      U+05C24             13        0.05%
开      U+05F00             13        0.05%
张      U+05F20             13        0.05%
悠      U+060A0             13        0.05%
惑      U+060D1             13        0.05%
抚      U+0629A             13        0.05%
招      U+062DB             13        0.05%
曼      U+066FC             13        0.05%
期      U+0671F             13        0.05%
枝      U+0679D             13        0.05%
漫      U+06F2B             13        0.05%
烦      U+070E6             13        0.05%
盛      U+076DB             13        0.05%
端      U+07AEF             13        0.05%
策      U+07B56             13        0.05%
精      U+07CBE             13        0.05%
纯      U+07EAF             13        0.05%
臣      U+081E3             13        0.05%
茕      U+08315             13        0.05%
蒙      U+08499             13        0.05%
蛇      U+086C7             13        0.05%
謇      U+08B07             13        0.05%
贞      U+08D1E             13        0.05%
逍      U+0900D             13        0.05%
都      U+090FD             13        0.05%
释      U+091CA             13        0.05%
里      U+091CC             13        0.05%
雨      U+096E8             13        0.05%
非      U+0975E             13        0.05%
食      U+098DF             13        0.05%
驱      U+09A71             13        0.05%
临      U+04E34             12        0.04%
伏      U+04F0F             12        0.04%
体      U+04F53             12        0.04%
六      U+0516D             12        0.04%
冀      U+05180             12        0.04%
冤      U+051A4             12        0.04%
凌      U+051CC             12        0.04%
危      U+05371             12        0.04%
射      U+05C04             12        0.04%
尚      U+05C1A             12        0.04%
岩      U+05CA9             12        0.04%
左      U+05DE6             12        0.04%
庭      U+05EAD             12        0.04%
怜      U+0601C             12        0.04%
恶      U+06076             12        0.04%
斯      U+065AF             12        0.04%
暮      U+066AE             12        0.04%
楚      U+0695A             12        0.04%
民      U+06C11             12        0.04%
溷      U+06EB7             12        0.04%
狐      U+072D0             12        0.04%
胥      U+080E5             12        0.04%
腾      U+0817E             12        0.04%
苍      U+082CD             12        0.04%
荣      U+08363             12        0.04%
营      U+08425             12        0.04%
露      U+09732             12        0.04%
骛      U+09A9B             12        0.04%
鼓      U+09F13             12        0.04%
两      U+04E24             11        0.04%
乡      U+04E61             11        0.04%
亦      U+04EA6             11        0.04%
亲      U+04EB2             11        0.04%
依      U+04F9D             11        0.04%
八      U+0516B             11        0.04%
功      U+0529F             11        0.04%
右      U+053F3             11        0.04%
向      U+05411             11        0.04%
含      U+0542B             11        0.04%
吴      U+05434             11        0.04%
善      U+05584             11        0.04%
嗟      U+055DF             11        0.04%
壹      U+058F9             11        0.04%
姱      U+059F1             11        0.04%
嫉      U+05AC9             11        0.04%
峨      U+05CE8             11        0.04%
师      U+05E08             11        0.04%
平      U+05E73             11        0.04%
延      U+05EF6             11        0.04%
形      U+05F62             11        0.04%
彭      U+05F6D             11        0.04%
徊      U+05F8A             11        0.04%
必      U+05FC5             11        0.04%
或      U+06216             11        0.04%
摇      U+06447             11        0.04%
旗      U+065D7             11        0.04%
星      U+0661F             11        0.04%
晦      U+06666             11        0.04%
桑      U+06851             11        0.04%
沅      U+06C85             11        0.04%
洲      U+06D32             11        0.04%
济      U+06D4E             11        0.04%
浩      U+06D69             11        0.04%
理      U+07406             11        0.04%
瑶      U+07476             11        0.04%
疾      U+075BE             11        0.04%
百      U+0767E             11        0.04%
盖      U+076D6             11        0.04%
睹      U+07779             11        0.04%
私      U+079C1             11        0.04%
积      U+079EF             11        0.04%
窃      U+07A83             11        0.04%
素      U+07D20             11        0.04%
索      U+07D22             11        0.04%
纡      U+07EA1             11        0.04%
舜      U+0821C             11        0.04%
色      U+08272             11        0.04%
荷      U+08377             11        0.04%
菲      U+083F2             11        0.04%
萧      U+08427             11        0.04%
谓      U+08C13             11        0.04%
赴      U+08D74             11        0.04%
躬      U+08EAC             11        0.04%
转      U+08F6C             11        0.04%
还      U+08FD8             11        0.04%
违      U+08FDD             11        0.04%
逐      U+09010             11        0.04%
逸      U+09038             11        0.04%
遇      U+09047             11        0.04%
陆      U+09646             11        0.04%
靡      U+09761             11        0.04%
鱼      U+09C7C             11        0.04%
鸾      U+09E3E             11        0.04%
分      U+05206             10        0.04%
则      U+05219             10        0.04%
号      U+053F7             10        0.04%
吸      U+05438             10        0.04%
嘉      U+05609             10        0.04%
媒      U+05A92             10        0.04%
宜      U+05B9C             10        0.04%
害      U+05BB3             10        0.04%
家      U+05BB6             10        0.04%
寂      U+05BC2             10        0.04%
巧      U+05DE7             10        0.04%
弥      U+05F25             10        0.04%
後      U+05F8C             10        0.04%
悁      U+06081             10        0.04%
惊      U+060CA             10        0.04%
戚      U+0621A             10        0.04%
援      U+063F4             10        0.04%
昆      U+06606             10        0.04%
昏      U+0660F             10        0.04%
欣      U+06B23             10        0.04%
武      U+06B66             10        0.04%
殃      U+06B83             10        0.04%
泣      U+06CE3             10        0.04%
渚      U+06E1A             10        0.04%
灭      U+0706D             10        0.04%
由      U+07531             10        0.04%
皋      U+0768B             10        0.04%
禹      U+079B9             10        0.04%
秽      U+079FD             10        0.04%
绳      U+07EF3             10        0.04%
考      U+08003             10        0.04%
耿      U+0803F             10        0.04%
良      U+0826F             10        0.04%
落      U+0843D             10        0.04%
虎      U+0864E             10        0.04%
衰      U+08870             10        0.04%
裳      U+088F3             10        0.04%
褒      U+08912             10        0.04%
要      U+08981             10        0.04%
