Char   Codepoint     Frequency   Percentage
皇      U+07687           1260        0.04%
禁      U+07981           1260        0.04%
踏      U+08E0F           1258        0.04%
漫      U+06F2B           1257        0.04%
劝      U+0529D           1249        0.04%
士      U+058EB           1240        0.04%
羞      U+07F9E           1240        0.04%
占      U+05360           1238        0.04%
痕      U+075D5           1237        0.04%
径      U+05F84           1236        0.04%
况      U+051B5           1227        0.04%
种      U+079CD           1226        0.04%
杏      U+0674F           1224        0.04%
唱      U+05531           1220        0.04%
伤      U+04F24           1219        0.04%
炎      U+0708E           1219        0.04%
扇      U+06247           1215        0.04%
腰      U+08170           1214        0.04%
伊      U+04F0A           1200        0.04%
惟      U+060DF           1196        0.04%
昼      U+0663C           1194        0.04%
浦      U+06D66           1193        0.04%
圆      U+05706           1191        0.04%
失      U+05931           1191        0.04%
车      U+08F66           1191        0.04%
称      U+079F0           1189        0.04%
负      U+08D1F           1189        0.04%
并      U+05E76           1182        0.04%
销      U+09500           1180        0.04%
总      U+0603B           1179        0.04%
火      U+0706B           1179        0.04%
漏      U+06F0F           1178        0.04%
笛      U+07B1B           1175        0.04%
慢      U+06162           1174        0.04%
宋      U+05B8B           1171        0.04%
迷      U+08FF7           1171        0.04%
绮      U+07EEE           1170        0.04%
趁      U+08D81           1170        0.04%
偏      U+0504F           1169        0.04%
湿      U+06E7F           1166        0.04%
终      U+07EC8           1165        0.04%
番      U+0756A           1160        0.04%
拥      U+062E5           1158        0.04%
祝      U+0795D           1157        0.04%
比      U+06BD4           1155        0.04%
味      U+05473           1153        0.04%
畔      U+07554           1151        0.04%
复      U+0590D           1149        0.04%
透      U+0900F           1146        0.04%
湘      U+06E58           1145        0.04%
眠      U+07720           1144        0.04%
赏      U+08D4F           1142        0.04%
妙      U+05999           1141        0.04%
戏      U+0620F           1140        0.04%
洲      U+06D32           1140        0.04%
用      U+07528           1139        0.04%
怅      U+06005           1137        0.04%
笙      U+07B19           1135        0.04%
鸣      U+09E23           1135        0.04%
村      U+06751           1134        0.04%
陵      U+09675           1131        0.04%
就      U+05C31           1128        0.03%
钗      U+09497           1128        0.03%
零      U+096F6           1128        0.03%
掩      U+063A9           1126        0.03%
昨      U+06628           1125        0.03%
川      U+05DDD           1119        0.03%
佩      U+04F69           1116        0.03%
计      U+08BA1           1115        0.03%
病      U+075C5           1113        0.03%
鸥      U+09E25           1112        0.03%
殿      U+06BBF           1110        0.03%
而      U+0800C           1110        0.03%
恩      U+06069           1103        0.03%
渺      U+06E3A           1098        0.03%
量      U+091CF           1095        0.03%
乘      U+04E58           1093        0.03%
乍      U+04E4D           1092        0.03%
悲      U+060B2           1086        0.03%
征      U+05F81           1084        0.03%
塘      U+05858           1080        0.03%
写      U+05199           1078        0.03%
追      U+08FFD           1076        0.03%
足      U+08DB3           1075        0.03%
乌      U+04E4C           1071        0.03%
良      U+0826F           1070        0.03%
鼎      U+09F0E           1069        0.03%
群      U+07FA4           1067        0.03%
鹊      U+09E4A           1066        0.03%
翦      U+07FE6           1063        0.03%
贵      U+08D35           1062        0.03%
程      U+07A0B           1061        0.03%
笼      U+07B3C           1061        0.03%
宇      U+05B87           1055        0.03%
若      U+082E5           1055        0.03%
冠      U+051A0           1051        0.03%
迎      U+08FCE           1051        0.03%
盘      U+076D8           1050        0.03%
炉      U+07089           1046        0.03%
沁      U+06C81           1044        0.03%
泛      U+06CDB           1044        0.03%
史      U+053F2           1042        0.03%
柔      U+067D4           1041        0.03%
唇      U+05507           1039        0.03%
灵      U+07075           1038        0.03%
夫      U+0592B           1037        0.03%
拂      U+062C2           1036        0.03%
忍      U+05FCD           1035        0.03%
纵      U+07EB5           1034        0.03%
纷      U+07EB7           1034        0.03%
泉      U+06CC9           1033        0.03%
莱      U+083B1           1033        0.03%
倦      U+05026           1031        0.03%
限      U+09650           1029        0.03%
巧      U+05DE7           1028        0.03%
奇      U+05947           1026        0.03%
交      U+04EA4           1025        0.03%
等      U+07B49           1023        0.03%
绪      U+07EEA           1023        0.03%
袅      U+08885           1022        0.03%
罢      U+07F62           1021        0.03%
怎      U+0600E           1020        0.03%
居      U+05C45           1018        0.03%
屋      U+05C4B           1016        0.03%
报      U+062A5           1015        0.03%
浑      U+06D51           1015        0.03%
傍      U+0508D           1013        0.03%
宿      U+05BBF           1013        0.03%
封      U+05C01           1013        0.03%
谩      U+08C29           1011        0.03%
恐      U+06050           1008        0.03%
陌      U+0964C           1006        0.03%
至      U+081F3           1005        0.03%
厌      U+0538C           1004        0.03%
浩      U+06D69           1004        0.03%
通      U+0901A           1004        0.03%
潮      U+06F6E           1001        0.03%
骑      U+09A91           1000        0.03%
否      U+05426            997        0.03%
团      U+056E2            995        0.03%
襟      U+0895F            994        0.03%
潇      U+06F47            992        0.03%
环      U+073AF            992        0.03%
杜      U+0675C            988        0.03%
扫      U+0626B            985        0.03%
力      U+0529B            983        0.03%
武      U+06B66            981        0.03%
梁      U+06881            979        0.03%
韵      U+097F5            979        0.03%
笔      U+07B14            978        0.03%
染      U+067D3            977        0.03%
锁      U+09501            975        0.03%
扶      U+06276            973        0.03%
肯      U+080AF            973        0.03%
嫩      U+05AE9            972        0.03%
孝      U+05B5D            972        0.03%
误      U+08BEF            966        0.03%
曹      U+066F9            963        0.03%
候      U+05019            962        0.03%
精      U+07CBE            962        0.03%
叠      U+053E0            960        0.03%
恼      U+0607C            957        0.03%
化      U+05316            954        0.03%
迹      U+08FF9            954        0.03%
檐      U+06A90            950        0.03%
懒      U+061D2            944        0.03%
感      U+0611F            939        0.03%
羽      U+07FBD            939        0.03%
韩      U+097E9            939        0.03%
晏      U+0664F            935        0.03%
机      U+0673A            934        0.03%
尺      U+05C3A            932        0.03%
换      U+06362            929        0.03%
凌      U+051CC            927        0.03%
做      U+0505A            926        0.03%
些      U+04E9B            925        0.03%
篱      U+07BF1            925        0.03%
墙      U+05899            923        0.03%
疑      U+07591            922        0.03%
第      U+07B2C            921        0.03%
富      U+05BCC            920        0.03%
亲      U+04EB2            919        0.03%
全      U+05168            917        0.03%
悄      U+06084            917        0.03%
索      U+07D22            915        0.03%
杳      U+06773            914        0.03%
洒      U+06D12            914        0.03%
德      U+05FB7            912        0.03%
琴      U+07434            910        0.03%
棠      U+068E0            909        0.03%
聊      U+0804A            907        0.03%
媚      U+05A9A            904        0.03%
图      U+056FE            902        0.03%
恰      U+06070            902        0.03%
急      U+06025            901        0.03%
参      U+053C2            900        0.03%
乾      U+04E7E            895        0.03%
以      U+04EE5            894        0.03%
纱      U+07EB1            893        0.03%
扬      U+0626C            892        0.03%
侯      U+04FAF            891        0.03%
田      U+07530            891        0.03%
渡      U+06E21            890        0.03%
帆      U+05E06            889        0.03%
滴      U+06EF4            888        0.03%
衫      U+0886B            888        0.03%
题      U+09898            888        0.03%
骨      U+09AA8            883        0.03%
棹      U+068F9            880        0.03%
阶      U+09636            877        0.03%
系      U+07CFB            876        0.03%
忽      U+05FFD            875        0.03%
帐      U+05E10            871        0.03%
肌      U+0808C            867        0.03%
傲      U+050B2            865        0.03%
持      U+06301            863        0.03%
甘      U+07518            863        0.03%
穷      U+07A77            862        0.03%
缘      U+07F18            861        0.03%
祖      U+07956            858        0.03%
阙      U+09619            858        0.03%
伯      U+04F2F            857        0.03%
荣      U+08363            857        0.03%
贤      U+08D24            856        0.03%
鸟      U+09E1F            854        0.03%
岩      U+05CA9            852        0.03%
泥      U+06CE5            850        0.03%
亦      U+04EA6            849        0.03%
卧      U+05367            849        0.03%
拍      U+062CD            849        0.03%
遇      U+09047            836        0.03%
危      U+05371            835        0.03%
碎      U+0788E            835        0.03%
蟾      U+087FE            833        0.03%
妨      U+059A8            832        0.03%
芙      U+08299            832        0.03%
卜      U+0535C            831        0.03%
呼      U+0547C            831        0.03%
强      U+05F3A            831        0.03%
样      U+06837            831        0.03%
床      U+05E8A            828        0.03%
薰      U+085B0            827        0.03%
馆      U+09986            826        0.03%
借      U+0501F            823        0.03%
萦      U+08426            820        0.03%
虞      U+0865E            819        0.03%
友      U+053CB            818        0.03%
丽      U+04E3D            817        0.03%
栏      U+0680F            817        0.03%
拟      U+062DF            816        0.03%
裳      U+088F3            814        0.03%
彦      U+05F66            813        0.03%
轼      U+08F7C            811        0.03%
